curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.7257109004739336,['H2FV3', 'H2DS13', 'H2FS8', 'H2PF14', 'H1PF14', 'H2TO1', 'H2ED16', 'H2PF1', 'H2DS6', 'H1RM14', 'H1DS5', 'H1FS11', 'H1WP10', 'H1ED19', 'H2PF21', 'H1WP5', 'H2FS2', 'PA56', 'H1PF14', 'H2WP5', 'H1ED24', 'H2DS1', 'H1FS16', 'H1ED15', 'H1PF24', 'H1DS11', 'H1PF1', 'H1WP7', 'H1FS3', 'H2ED12', 'H2PF16', 'H1TO9', 'S62M', 'H2TO11', 'H2WP14', 'H2DS5', 'S62P', 'H1TO3', 'H1FS8', 'H1GH19', 'H2PF17', 'H2ED15', 'H1IR12', 'H1DS13', 'PA21', 'H1DS10', 'H2FS19', 'H2PF5', 'H2WP3', 'H1FS1', 'H1GH52', 'H1PF16', 'H2WP7', 'H2PF29', 'H1TO12', 'H2PR5', 'H1FS7', 'H2FS5', 'H2GH25', 'H1FS12', 'H2WP10', 'H2FS12', 'H2FV5', 'H1TS3', 'H2PF9', 'H2EE12', 'H2TO26', 'H1PF31', 'H1FS15', 'H2PF23'],87,26,50
91,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
92,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
93,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
94,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
95,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
96,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
97,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
98,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
99,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
100,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
101,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
102,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
103,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
104,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
105,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
106,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
107,0.7304502369668247,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'H2WP10', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
108,0.731042654028436,['H1PF14', 'H2FV7', 'H1ED24', 'H1GH19', 'H2FV1', 'H2TO27', 'H2WP4', 'H2PR4', 'H1FS5', 'H2ED14', 'H2TO30', 'H1DS12', 'S62H', 'H2FV2', 'H2FS9', 'H2FS5', 'H2PF25', 'H1PF33', 'H1ED16', 'H1TO3', 'H2PF7', 'H2TO15', 'H2FS12', 'H2ED14', 'H1PF2', 'H1PF25', 'H2FV4', 'H2DS2', 'H2PF22', 'H2PR5', 'H1EE5', 'H2FS3', 'H1GH20', 'H2ED3', 'H1DS9', 'H1PF16', 'H2ED15', 'H2PF17', 'H1ED2', 'H1PF14', 'H1FS8', 'H1PF15', 'H2DS5', 'H1PF35', 'H2DS1', 'H2TO1', 'H1PF1', 'H1DS5', 'H2PF26', 'H1PF26', 'H1TO12', 'H2PF23', 'H1TO9', 'H2FS17', 'H2TO11', 'H2TO26', 'H2ED5', 'S62B', 'H1PF5', 'H2PF29', 'H2ED5', 'H2WP2', 'H2TO29', 'H1RM14', 'H1FS12', 'H1FS10', 'S60M', 'S62O', 'H2ED14', 'S62O'],16,51,23
109,0.731042654028436,['H1PF14', 'H2FV7', 'H1ED24', 'H1GH19', 'H2FV1', 'H2TO27', 'H2WP4', 'H2PR4', 'H1FS5', 'H2ED14', 'H2TO30', 'H1DS12', 'S62H', 'H2FV2', 'H2FS9', 'H2FS5', 'H2PF25', 'H1PF33', 'H1ED16', 'H1TO3', 'H2PF7', 'H2TO15', 'H2FS12', 'H2ED14', 'H1PF2', 'H1PF25', 'H2FV4', 'H2DS2', 'H2PF22', 'H2PR5', 'H1EE5', 'H2FS3', 'H1GH20', 'H2ED3', 'H1DS9', 'H1PF16', 'H2ED15', 'H2PF17', 'H1ED2', 'H1PF14', 'H1FS8', 'H1PF15', 'H2DS5', 'H1PF35', 'H2DS1', 'H2TO1', 'H1PF1', 'H1DS5', 'H2PF26', 'H1PF26', 'H1TO12', 'H2PF23', 'H1TO9', 'H2FS17', 'H2TO11', 'H2TO26', 'H2ED5', 'S62B', 'H1PF5', 'H2PF29', 'H2ED5', 'H2WP2', 'H2TO29', 'H1RM14', 'H1FS12', 'H1FS10', 'S60M', 'S62O', 'H2ED14', 'S62O'],16,51,23
110,0.731042654028436,['H1PF14', 'H2FV7', 'H1ED24', 'H1GH19', 'H2FV1', 'H2TO27', 'H2WP4', 'H2PR4', 'H1FS5', 'H2ED14', 'H2TO30', 'H1DS12', 'S62H', 'H2FV2', 'H2FS9', 'H2FS5', 'H2PF25', 'H1PF33', 'H1ED16', 'H1TO3', 'H2PF7', 'H2TO15', 'H2FS12', 'H2ED14', 'H1PF2', 'H1PF25', 'H2FV4', 'H2DS2', 'H2PF22', 'H2PR5', 'H1EE5', 'H2FS3', 'H1GH20', 'H2ED3', 'H1DS9', 'H1PF16', 'H2ED15', 'H2PF17', 'H1ED2', 'H1PF14', 'H1FS8', 'H1PF15', 'H2DS5', 'H1PF35', 'H2DS1', 'H2TO1', 'H1PF1', 'H1DS5', 'H2PF26', 'H1PF26', 'H1TO12', 'H2PF23', 'H1TO9', 'H2FS17', 'H2TO11', 'H2TO26', 'H2ED5', 'S62B', 'H1PF5', 'H2PF29', 'H2ED5', 'H2WP2', 'H2TO29', 'H1RM14', 'H1FS12', 'H1FS10', 'S60M', 'S62O', 'H2ED14', 'S62O'],16,51,23
111,0.731042654028436,['H1PF14', 'H2FV7', 'H1ED24', 'H1GH19', 'H2FV1', 'H2TO27', 'H2WP4', 'H2PR4', 'H1FS5', 'H2ED14', 'H2TO30', 'H1DS12', 'S62H', 'H2FV2', 'H2FS9', 'H2FS5', 'H2PF25', 'H1PF33', 'H1ED16', 'H1TO3', 'H2PF7', 'H2TO15', 'H2FS12', 'H2ED14', 'H1PF2', 'H1PF25', 'H2FV4', 'H2DS2', 'H2PF22', 'H2PR5', 'H1EE5', 'H2FS3', 'H1GH20', 'H2ED3', 'H1DS9', 'H1PF16', 'H2ED15', 'H2PF17', 'H1ED2', 'H1PF14', 'H1FS8', 'H1PF15', 'H2DS5', 'H1PF35', 'H2DS1', 'H2TO1', 'H1PF1', 'H1DS5', 'H2PF26', 'H1PF26', 'H1TO12', 'H2PF23', 'H1TO9', 'H2FS17', 'H2TO11', 'H2TO26', 'H2ED5', 'S62B', 'H1PF5', 'H2PF29', 'H2ED5', 'H2WP2', 'H2TO29', 'H1RM14', 'H1FS12', 'H1FS10', 'S60M', 'S62O', 'H2ED14', 'S62O'],16,51,23
112,0.731042654028436,['H1PF14', 'H2FV7', 'H1ED24', 'H1GH19', 'H2FV1', 'H2TO27', 'H2WP4', 'H2PR4', 'H1FS5', 'H2ED14', 'H2TO30', 'H1DS12', 'S62H', 'H2FV2', 'H2FS9', 'H2FS5', 'H2PF25', 'H1PF33', 'H1ED16', 'H1TO3', 'H2PF7', 'H2TO15', 'H2FS12', 'H2ED14', 'H1PF2', 'H1PF25', 'H2FV4', 'H2DS2', 'H2PF22', 'H2PR5', 'H1EE5', 'H2FS3', 'H1GH20', 'H2ED3', 'H1DS9', 'H1PF16', 'H2ED15', 'H2PF17', 'H1ED2', 'H1PF14', 'H1FS8', 'H1PF15', 'H2DS5', 'H1PF35', 'H2DS1', 'H2TO1', 'H1PF1', 'H1DS5', 'H2PF26', 'H1PF26', 'H1TO12', 'H2PF23', 'H1TO9', 'H2FS17', 'H2TO11', 'H2TO26', 'H2ED5', 'S62B', 'H1PF5', 'H2PF29', 'H2ED5', 'H2WP2', 'H2TO29', 'H1RM14', 'H1FS12', 'H1FS10', 'S60M', 'S62O', 'H2ED14', 'S62O'],16,51,23
113,0.731042654028436,['H1PF14', 'H2FV7', 'H1ED24', 'H1GH19', 'H2FV1', 'H2TO27', 'H2WP4', 'H2PR4', 'H1FS5', 'H2ED14', 'H2TO30', 'H1DS12', 'S62H', 'H2FV2', 'H2FS9', 'H2FS5', 'H2PF25', 'H1PF33', 'H1ED16', 'H1TO3', 'H2PF7', 'H2TO15', 'H2FS12', 'H2ED14', 'H1PF2', 'H1PF25', 'H2FV4', 'H2DS2', 'H2PF22', 'H2PR5', 'H1EE5', 'H2FS3', 'H1GH20', 'H2ED3', 'H1DS9', 'H1PF16', 'H2ED15', 'H2PF17', 'H1ED2', 'H1PF14', 'H1FS8', 'H1PF15', 'H2DS5', 'H1PF35', 'H2DS1', 'H2TO1', 'H1PF1', 'H1DS5', 'H2PF26', 'H1PF26', 'H1TO12', 'H2PF23', 'H1TO9', 'H2FS17', 'H2TO11', 'H2TO26', 'H2ED5', 'S62B', 'H1PF5', 'H2PF29', 'H2ED5', 'H2WP2', 'H2TO29', 'H1RM14', 'H1FS12', 'H1FS10', 'S60M', 'S62O', 'H2ED14', 'S62O'],16,51,23
