curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.6972748815165877,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29'],23,5,10
219,0.7091232227488151,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],62,3,2
220,0.7091232227488151,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],62,3,2
221,0.7091232227488151,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],62,3,2
222,0.7091232227488151,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],62,3,2
223,0.7091232227488151,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],62,3,2
224,0.7091232227488151,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],62,3,2
225,0.7097156398104265,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1WP2', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],61,2,3
226,0.7097156398104265,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1WP2', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],61,2,3
227,0.7097156398104265,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1WP2', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],61,2,3
228,0.7097156398104265,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1WP2', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],61,2,3
229,0.7097156398104265,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1WP2', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],61,2,3
230,0.7097156398104265,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1WP2', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],61,2,3
231,0.7097156398104265,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1WP2', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],61,2,3
232,0.7097156398104265,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1WP2', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],61,2,3
233,0.7097156398104265,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1WP2', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],61,2,3
234,0.7097156398104265,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1WP2', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],61,2,3
235,0.7097156398104265,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2GH26', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1WP2', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],61,2,3
236,0.7114928909952607,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],26,71,31
237,0.7114928909952607,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],26,71,31
238,0.7114928909952607,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],26,71,31
239,0.7114928909952607,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],26,71,31
240,0.7114928909952607,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],26,71,31
241,0.7114928909952607,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],26,71,31
242,0.7114928909952607,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],26,71,31
243,0.7114928909952607,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],26,71,31
244,0.7126777251184834,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H1WP1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],27,69,30
245,0.7126777251184834,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H1WP1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],27,69,30
246,0.7126777251184834,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H1WP1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],27,69,30
247,0.7126777251184834,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H1WP1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],27,69,30
248,0.7126777251184834,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H1WP1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],27,69,30
249,0.7126777251184834,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H1WP1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],27,69,30
250,0.7126777251184834,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H1WP1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],27,69,30
251,0.7126777251184834,['H1ED18', 'H1FS10', 'H2PF13', 'H1PF16', 'H1DS12', 'H1ED24', 'PC40', 'PA21', 'H2DS13', 'H2FV4', 'H2GH31', 'H1FS7', 'H1DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1DS6', 'H1ED19', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H1IR3', 'H1WP6', 'H1TO3', 'H2TO15', 'H1PF16', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1GH17', 'H1ED18', 'H1WP1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'H1WP5', 'H2TO11', 'H2WP5'],27,69,30
